"","event","host_city","host_country","year","round","participant_name","song","participant_country","running_order","total_points","rank_ordinal","rank","qualified","winner","participant_link","event_link"
"1020","Kyiv 2005","Kyiv","Ukraine","2005","Final","Feminnem","Call Me","Bosnia u0026 Herzegovina",21,79,"14th",14,NA,FALSE,"https://eurovision.tv/participant/feminnem","https://eurovision.tv/event/kyiv-2005"
"1021","Kyiv 2005","Kyiv","Ukraine","2005","Final","Natalia Podolskaya","Nobody Hurt No One","Russia",20,57,"15th",15,NA,FALSE,"https://eurovision.tv/participant/natalia-podolskaya","https://eurovision.tv/event/kyiv-2005"
"1022","Kyiv 2005","Kyiv","Ukraine","2005","Final","Helena Paparizou","My Number One","Greece",19,230,"1st",1,NA,TRUE,"https://eurovision.tv/participant/helena-paparizou","https://eurovision.tv/event/kyiv-2005"
"1023","Kyiv 2005","Kyiv","Ukraine","2005","Final","Gracia","Run u0026 Hide","Germany",17,4,"24th",24,NA,FALSE,"https://eurovision.tv/participant/gracia","https://eurovision.tv/event/kyiv-2005"
"1024","Kyiv 2005","Kyiv","Ukraine","2005","Final","Greenjolly","Razom Nas Bahato","Ukraine",16,30,"19th",19,NA,FALSE,"https://eurovision.tv/participant/greenjolly","https://eurovision.tv/event/kyiv-2005"
"1025","Kyiv 2005","Kyiv","Ukraine","2005","Final","Martin Stenmarck","Las Vegas","Sweden",14,30,"19th",19,NA,FALSE,"https://eurovision.tv/participant/martin-stenmarck","https://eurovision.tv/event/kyiv-2005"
"1026","Kyiv 2005","Kyiv","Ukraine","2005","Final","No Name","Zauvijek Moja","Serbia u0026 Montenegro",12,137,"7th",7,NA,FALSE,"https://eurovision.tv/participant/no-name","https://eurovision.tv/event/kyiv-2005"
"1027","Kyiv 2005","Kyiv","Ukraine","2005","Final","Son de sol","Brujeru00eda","Spain",10,28,"21st",21,NA,FALSE,"https://eurovision.tv/participant/son-de-sol","https://eurovision.tv/event/kyiv-2005"
"1028","Kyiv 2005","Kyiv","Ukraine","2005","Final","Constantinos Christoforou","Ela Ela","Cyprus",9,46,"18th",18,NA,FALSE,"https://eurovision.tv/participant/constantinos-christoforou","https://eurovision.tv/event/kyiv-2005"
"1029","Kyiv 2005","Kyiv","Ukraine","2005","Final","Ledina Celo","Tomorrow I Go","Albania",8,53,"16th",16,NA,FALSE,"https://eurovision.tv/participant/ledina-celo","https://eurovision.tv/event/kyiv-2005"
"1030","Kyiv 2005","Kyiv","Ukraine","2005","Final","Gu00fclseren","Rimi Rimi Ley","Turkey",6,92,"13th",13,NA,FALSE,"https://eurovision.tv/participant/guelseren","https://eurovision.tv/event/kyiv-2005"
"1031","Kyiv 2005","Kyiv","Ukraine","2005","Final","Chiara","Angel","Malta",3,192,"2nd",2,NA,FALSE,"https://eurovision.tv/participant/chiara","https://eurovision.tv/event/kyiv-2005"
"1032","Kyiv 2005","Kyiv","Ukraine","2005","Final","Javine","Touch My Fire","United Kingdom",2,18,"22nd",22,NA,FALSE,"https://eurovision.tv/participant/javine","https://eurovision.tv/event/kyiv-2005"
"1033","Kyiv 2005","Kyiv","Ukraine","2005","Final","Jakob Sveistrup","Talking To You","Denmark",13,125,"9th",9,NA,FALSE,"https://eurovision.tv/participant/jakob-sveistrup","https://eurovision.tv/event/kyiv-2005"
"1034","Kyiv 2005","Kyiv","Ukraine","2005","Final","Boris Novkovic feat. Lado members","Vukovi Umiru Sami","Croatia",18,115,"11th",11,NA,FALSE,"https://eurovision.tv/participant/boris-novkovic-feat-lado-members","https://eurovision.tv/event/kyiv-2005"
"1035","Kyiv 2005","Kyiv","Ukraine","2005","Final","Vanilla Ninja","Cool Vibes","Switzerland",22,128,"8th",8,NA,FALSE,"https://eurovision.tv/participant/vanilla-ninja","https://eurovision.tv/event/kyiv-2005"
"1036","Kyiv 2005","Kyiv","Ukraine","2005","Final","Martin Vucic","Make My Day","North Macedonia",15,52,"17th",17,NA,FALSE,"https://eurovision.tv/participant/martin-vucic","https://eurovision.tv/event/kyiv-2005"
"1037","Kyiv 2005","Kyiv","Ukraine","2005","Final","NOX","Forogj Vilu00e1g","Hungary",1,97,"12th",12,NA,FALSE,"https://eurovision.tv/participant/nox","https://eurovision.tv/event/kyiv-2005"
"1038","Kyiv 2005","Kyiv","Ukraine","2005","Final","Luminita Anghel u0026 Sistem","Let Me Try","Romania",4,158,"3rd",3,NA,FALSE,"https://eurovision.tv/participant/luminita-anghel-sistem","https://eurovision.tv/event/kyiv-2005"
"1039","Kyiv 2005","Kyiv","Ukraine","2005","Final","Wig Wam","In My Dreams","Norway",5,125,"9th",9,NA,FALSE,"https://eurovision.tv/participant/wig-wam","https://eurovision.tv/event/kyiv-2005"
"1040","Kyiv 2005","Kyiv","Ukraine","2005","Final","Shiri Maymon","Hasheket Shenishu0027ar","Israel",11,154,"4th",4,NA,FALSE,"https://eurovision.tv/participant/shiri-maymon","https://eurovision.tv/event/kyiv-2005"
"1041","Kyiv 2005","Kyiv","Ukraine","2005","Final","Walter u0026 Kazha","The War Is Not Over","Latvia",23,153,"5th",5,NA,FALSE,"https://eurovision.tv/participant/walter-kazha","https://eurovision.tv/event/kyiv-2005"
"1042","Kyiv 2005","Kyiv","Ukraine","2005","Final","Zdob si Zdub","Boonika Bate Toba","Moldova",7,148,"6th",6,NA,FALSE,"https://eurovision.tv/participant/zdob-si-zdub","https://eurovision.tv/event/kyiv-2005"
"1043","Istanbul 2004","Istanbul","Turkey","2004","Final","Ramu00f3n","Para Llenarme De Ti","Spain",1,87,"10th",10,NA,FALSE,"https://eurovision.tv/participant/ramon","https://eurovision.tv/event/istanbul-2004"
"1044","Istanbul 2004","Istanbul","Turkey","2004","Final","Tie Break","Du Bist","Austria",2,9,"21st",21,NA,FALSE,"https://eurovision.tv/participant/tie-break","https://eurovision.tv/event/istanbul-2004"
"1045","Istanbul 2004","Istanbul","Turkey","2004","Final","Knut Anders Su00f8rum","High","Norway",3,3,"24th",24,NA,FALSE,"https://eurovision.tv/participant/knut-anders-soerum","https://eurovision.tv/event/istanbul-2004"
"1046","Istanbul 2004","Istanbul","Turkey","2004","Final","Jonatan Cerrada","A Chaque Pas","France",4,40,"15th",15,NA,FALSE,"https://eurovision.tv/participant/jonatan-cerrada","https://eurovision.tv/event/istanbul-2004"
"1047","Istanbul 2004","Istanbul","Turkey","2004","Final","u008eu017deljko Joksimoviu0107","Lane Moje","Serbia u0026 Montenegro",5,263,"2nd",2,NA,FALSE,"https://eurovision.tv/participant/zeljko-joksimovic","https://eurovision.tv/event/istanbul-2004"
"1048","Istanbul 2004","Istanbul","Turkey","2004","Final","Julie u0026 Ludwig","On Again... Off Again","Malta",6,50,"12th",12,NA,FALSE,"https://eurovision.tv/participant/julie-ludwig","https://eurovision.tv/event/istanbul-2004"
"1049","Istanbul 2004","Istanbul","Turkey","2004","Final","Re-union","Without You","Netherlands",7,11,"20th",20,NA,FALSE,"https://eurovision.tv/participant/re-union","https://eurovision.tv/event/istanbul-2004"
"1050","Istanbul 2004","Istanbul","Turkey","2004","Final","Max (Maximilian Mutzke)","Canu0027t Wait Until Tonight","Germany",8,93,"8th",8,NA,FALSE,"https://eurovision.tv/participant/max-maximilian-mutzke","https://eurovision.tv/event/istanbul-2004"
"1051","Istanbul 2004","Istanbul","Turkey","2004","Final","Anjeza Shahini","The Image Of You","Albania",9,106,"7th",7,NA,FALSE,"https://eurovision.tv/participant/anjeza-shahini","https://eurovision.tv/event/istanbul-2004"
"1052","Istanbul 2004","Istanbul","Turkey","2004","Final","Ruslana","Wild Dances","Ukraine",10,280,"1st",1,NA,TRUE,"https://eurovision.tv/participant/ruslana","https://eurovision.tv/event/istanbul-2004"
"1053","Istanbul 2004","Istanbul","Turkey","2004","Final","Lena Philipsson","It Hurts","Sweden",24,170,"5th",5,NA,FALSE,"https://eurovision.tv/participant/lena-philipsson","https://eurovision.tv/event/istanbul-2004"
"1054","Istanbul 2004","Istanbul","Turkey","2004","Final","Sakis Rouvas","Shake It","Greece",16,252,"3rd",3,NA,FALSE,"https://eurovision.tv/participant/sakis-rouvas","https://eurovision.tv/event/istanbul-2004"
"1055","Istanbul 2004","Istanbul","Turkey","2004","Final","Ju00f3nsi","Heaven","Iceland",17,16,"19th",19,NA,FALSE,"https://eurovision.tv/participant/jonsi","https://eurovision.tv/event/istanbul-2004"
"1056","Istanbul 2004","Istanbul","Turkey","2004","Final","Chris Doran","If My World Stopped Turning","Ireland",18,7,"22nd",22,NA,FALSE,"https://eurovision.tv/participant/chris-doran","https://eurovision.tv/event/istanbul-2004"
"1057","Istanbul 2004","Istanbul","Turkey","2004","Final","Tose Proeski","Life","North Macedonia",15,47,"14th",14,NA,FALSE,"https://eurovision.tv/participant/tose-proeski","https://eurovision.tv/event/istanbul-2004"
"1058","Istanbul 2004","Istanbul","Turkey","2004","Final","Julia Savicheva","Believe Me","Russia",14,67,"11th",11,NA,FALSE,"https://eurovision.tv/participant/julia-savicheva","https://eurovision.tv/event/istanbul-2004"
"1059","Istanbul 2004","Istanbul","Turkey","2004","Final","Xandee","1 Life","Belgium",13,7,"22nd",22,NA,FALSE,"https://eurovision.tv/participant/xandee","https://eurovision.tv/event/istanbul-2004"
"1060","Istanbul 2004","Istanbul","Turkey","2004","Final","Deen","In The Disco","Bosnia u0026 Herzegovina",12,91,"9th",9,NA,FALSE,"https://eurovision.tv/participant/deen","https://eurovision.tv/event/istanbul-2004"
"1061","Istanbul 2004","Istanbul","Turkey","2004","Final","Ivan Mikulic","You Are The Only One","Croatia",11,50,"12th",12,NA,FALSE,"https://eurovision.tv/participant/ivan-mikulic","https://eurovision.tv/event/istanbul-2004"
"1062","Istanbul 2004","Istanbul","Turkey","2004","Final","Sanda Ladosi","I Admit","Romania",23,18,"18th",18,NA,FALSE,"https://eurovision.tv/participant/sanda-ladosi","https://eurovision.tv/event/istanbul-2004"
"1063","Istanbul 2004","Istanbul","Turkey","2004","Final","Athena","For Real","Turkey",22,195,"4th",4,NA,FALSE,"https://eurovision.tv/participant/athena","https://eurovision.tv/event/istanbul-2004"
"1064","Istanbul 2004","Istanbul","Turkey","2004","Final","Lisa Andreas","Stronger Every Minute","Cyprus",21,170,"5th",5,NA,FALSE,"https://eurovision.tv/participant/lisa-andreas","https://eurovision.tv/event/istanbul-2004"
"1065","Istanbul 2004","Istanbul","Turkey","2004","Final","James Fox","Hold On To Our Love","United Kingdom",20,29,"16th",16,NA,FALSE,"https://eurovision.tv/participant/james-fox","https://eurovision.tv/event/istanbul-2004"
"1066","Istanbul 2004","Istanbul","Turkey","2004","Final","Blue Cafe","Love Song","Poland",19,27,"17th",17,NA,FALSE,"https://eurovision.tv/participant/blue-cafe","https://eurovision.tv/event/istanbul-2004"
"1067","Riga 2003","Riga","Latvia","2003","Final","Karmen","Nanana","Slovenia",26,7,"23rd",23,NA,FALSE,"https://eurovision.tv/participant/karmen","https://eurovision.tv/event/riga-2003"
"1068","Riga 2003","Riga","Latvia","2003","Final","Fame","Give Me Your Love","Sweden",25,107,"5th",5,NA,FALSE,"https://eurovision.tv/participant/fame","https://eurovision.tv/event/riga-2003"
"1069","Riga 2003","Riga","Latvia","2003","Final","Nicola","Donu0092t Break My Heart","Romania",24,73,"10th",10,NA,FALSE,"https://eurovision.tv/participant/nicola","https://eurovision.tv/event/riga-2003"
"1070","Riga 2003","Riga","Latvia","2003","Final","Ruffus","Eighties Coming Back","Estonia",23,14,"21st",21,NA,FALSE,"https://eurovision.tv/participant/ruffus","https://eurovision.tv/event/riga-2003"
"1071","Riga 2003","Riga","Latvia","2003","Final","Urban Trad","Sanomi","Belgium",22,165,"2nd",2,NA,FALSE,"https://eurovision.tv/participant/urban-trad","https://eurovision.tv/event/riga-2003"
"1072","Riga 2003","Riga","Latvia","2003","Final","F.L.Y.","Hello From Mars","Latvia",21,5,"24th",24,NA,FALSE,"https://eurovision.tv/participant/f-l-y","https://eurovision.tv/event/riga-2003"
"1073","Riga 2003","Riga","Latvia","2003","Final","Ich Troje","Keine Grenzen - Zadnych Granic","Poland",20,90,"7th",7,NA,FALSE,"https://eurovision.tv/participant/ich-troje","https://eurovision.tv/event/riga-2003"
"1074","Riga 2003","Riga","Latvia","2003","Final","Louisa Baileche","Monts Et Merveilles","France",19,19,"18th",18,NA,FALSE,"https://eurovision.tv/participant/louisa-baileche","https://eurovision.tv/event/riga-2003"
"1075","Riga 2003","Riga","Latvia","2003","Final","Jostein Hasselgu00e5rd","Iu0027m Not Afraid To Move On","Norway",18,123,"4th",4,NA,FALSE,"https://eurovision.tv/participant/jostein-hasselgaard","https://eurovision.tv/event/riga-2003"
"1076","Riga 2003","Riga","Latvia","2003","Final","Mando","Never Let You Go","Greece",17,25,"17th",17,NA,FALSE,"https://eurovision.tv/participant/mando","https://eurovision.tv/event/riga-2003"
"1077","Riga 2003","Riga","Latvia","2003","Final","Olexandr","Hasta La Vista","Ukraine",16,30,"14th",14,NA,FALSE,"https://eurovision.tv/participant/olexandr","https://eurovision.tv/event/riga-2003"
"1078","Riga 2003","Riga","Latvia","2003","Final","Jemini","Cry Baby","United Kingdom",15,NA,"26th",26,NA,FALSE,"https://eurovision.tv/participant/jemini","https://eurovision.tv/event/riga-2003"
"1079","Riga 2003","Riga","Latvia","2003","Final","Esther Hart","One More Night","Netherlands",14,45,"13th",13,NA,FALSE,"https://eurovision.tv/participant/esther-hart","https://eurovision.tv/event/riga-2003"
"1080","Riga 2003","Riga","Latvia","2003","Final","Lior Narkis","Words For Love","Israel",13,17,"19th",19,NA,FALSE,"https://eurovision.tv/participant/lior-narkis","https://eurovision.tv/event/riga-2003"
"1081","Riga 2003","Riga","Latvia","2003","Final","Beth","Dime","Spain",12,81,"8th",8,NA,FALSE,"https://eurovision.tv/participant/beth","https://eurovision.tv/event/riga-2003"
"1082","Riga 2003","Riga","Latvia","2003","Final","t.A.T.u.","Ne Veru0092, Ne Boisia","Russia",11,164,"3rd",3,NA,FALSE,"https://eurovision.tv/participant/t-a-t-u","https://eurovision.tv/event/riga-2003"
"1083","Riga 2003","Riga","Latvia","2003","Final","Lou","Letu0027s Get Happy","Germany",10,53,"11th",11,NA,FALSE,"https://eurovision.tv/participant/lou","https://eurovision.tv/event/riga-2003"
"1084","Riga 2003","Riga","Latvia","2003","Final","Stelios Constantas","Feeling Alive","Cyprus",9,15,"20th",20,NA,FALSE,"https://eurovision.tv/participant/stelios-constantas","https://eurovision.tv/event/riga-2003"
"1085","Riga 2003","Riga","Latvia","2003","Final","Claudia Beni","Viu009ae Nisam Tvoja","Croatia",8,29,"15th",15,NA,FALSE,"https://eurovision.tv/participant/claudia-beni","https://eurovision.tv/event/riga-2003"
"1086","Riga 2003","Riga","Latvia","2003","Final","Rita Guerra","Deixa-me Sonhar","Portugal",7,13,"22nd",22,NA,FALSE,"https://eurovision.tv/participant/rita-guerra","https://eurovision.tv/event/riga-2003"
"1087","Riga 2003","Riga","Latvia","2003","Final","Mija Martina","Ne Brini","Bosnia u0026 Herzegovina",6,27,"16th",16,NA,FALSE,"https://eurovision.tv/participant/mija-martina","https://eurovision.tv/event/riga-2003"
"1088","Riga 2003","Riga","Latvia","2003","Final","Lynn Chirchop","To Dream Again","Malta",5,4,"25th",25,NA,FALSE,"https://eurovision.tv/participant/lynn-chirchop","https://eurovision.tv/event/riga-2003"
"1089","Riga 2003","Riga","Latvia","2003","Final","Sertab Erener","Everyway That I Can","Turkey",4,167,"1st",1,NA,TRUE,"https://eurovision.tv/participant/sertab-erener","https://eurovision.tv/event/riga-2003"
"1090","Riga 2003","Riga","Latvia","2003","Final","Mickey Harte","Weu0092ve Got The World","Ireland",3,53,"11th",11,NA,FALSE,"https://eurovision.tv/participant/mickey-harte","https://eurovision.tv/event/riga-2003"
"1091","Riga 2003","Riga","Latvia","2003","Final","Alf Poier","Weil Der Mensch Zu00e4hlt","Austria",2,101,"6th",6,NA,FALSE,"https://eurovision.tv/participant/alf-poier","https://eurovision.tv/event/riga-2003"
"1092","Riga 2003","Riga","Latvia","2003","Final","Birgitta","Open Your Heart","Iceland",1,81,"8th",8,NA,FALSE,"https://eurovision.tv/participant/birgitta","https://eurovision.tv/event/riga-2003"
"1093","Tallinn 2002","Tallinn","Estonia","2002","Final","One","Gimme","Cyprus",1,85,"6th",6,NA,FALSE,"https://eurovision.tv/participant/one","https://eurovision.tv/event/tallinn-2002"
"1094","Tallinn 2002","Tallinn","Estonia","2002","Final","Jessica Garlick","Come Back","United Kingdom",2,111,"3rd",3,NA,FALSE,"https://eurovision.tv/participant/jessica-garlick","https://eurovision.tv/event/tallinn-2002"
"1095","Tallinn 2002","Tallinn","Estonia","2002","Final","Manuel Ortega","Say A Word","Austria",3,26,"18th",18,NA,FALSE,"https://eurovision.tv/participant/manuel-ortega","https://eurovision.tv/event/tallinn-2002"
"1096","Tallinn 2002","Tallinn","Estonia","2002","Final","Michalis Rakintzis","S.A.G.A.P.O.","Greece",4,27,"17th",17,NA,FALSE,"https://eurovision.tv/participant/michalis-rakintzis","https://eurovision.tv/event/tallinn-2002"
"1097","Tallinn 2002","Tallinn","Estonia","2002","Final","Rosa","Europeu0027s Living A Celebration","Spain",5,81,"7th",7,NA,FALSE,"https://eurovision.tv/participant/rosa","https://eurovision.tv/event/tallinn-2002"
"1098","Tallinn 2002","Tallinn","Estonia","2002","Final","Vesna Pisarovic","Everything I Want","Croatia",6,44,"11th",11,NA,FALSE,"https://eurovision.tv/participant/vesna-pisarovic","https://eurovision.tv/event/tallinn-2002"
"1099","Tallinn 2002","Tallinn","Estonia","2002","Final","Prime minister","Northern Girl","Russia",7,55,"10th",10,NA,FALSE,"https://eurovision.tv/participant/prime-minister","https://eurovision.tv/event/tallinn-2002"
"1100","Tallinn 2002","Tallinn","Estonia","2002","Final","Sahlu00e9ne","Runaway","Estonia",8,111,"3rd",3,NA,FALSE,"https://eurovision.tv/participant/sahlene","https://eurovision.tv/event/tallinn-2002"
"1101","Tallinn 2002","Tallinn","Estonia","2002","Final","Karolina","Od Nas Zavisi","North Macedonia",9,25,"19th",19,NA,FALSE,"https://eurovision.tv/participant/karolina","https://eurovision.tv/event/tallinn-2002"
"1102","Tallinn 2002","Tallinn","Estonia","2002","Final","Sarit Hadad","Light A Candle","Israel",10,37,"12th",12,NA,FALSE,"https://eurovision.tv/participant/sarit-hadad","https://eurovision.tv/event/tallinn-2002"
"1103","Tallinn 2002","Tallinn","Estonia","2002","Final","Francine Jordi","Dans Le Jardin De Mon u00c2me","Switzerland",11,15,"22nd",22,NA,FALSE,"https://eurovision.tv/participant/francine-jordi","https://eurovision.tv/event/tallinn-2002"
"1104","Tallinn 2002","Tallinn","Estonia","2002","Final","Afro-dite","Never Let It Go","Sweden",12,72,"8th",8,NA,FALSE,"https://eurovision.tv/participant/afro-dite","https://eurovision.tv/event/tallinn-2002"
"1105","Tallinn 2002","Tallinn","Estonia","2002","Final","Laura","Addicted To You","Finland",13,24,"20th",20,NA,FALSE,"https://eurovision.tv/participant/laura","https://eurovision.tv/event/tallinn-2002"
"1106","Tallinn 2002","Tallinn","Estonia","2002","Final","Malene","Tell Me Who You Are","Denmark",14,7,"24th",24,NA,FALSE,"https://eurovision.tv/participant/malene","https://eurovision.tv/event/tallinn-2002"
"1107","Tallinn 2002","Tallinn","Estonia","2002","Final","Maja","Na Jastuku Za Dvoje","Bosnia u0026 Herzegovina",15,33,"13th",13,NA,FALSE,"https://eurovision.tv/participant/maja","https://eurovision.tv/event/tallinn-2002"
"1108","Tallinn 2002","Tallinn","Estonia","2002","Final","Sergio u0026 the Ladies","Sister","Belgium",16,33,"13th",13,NA,FALSE,"https://eurovision.tv/participant/sergio-the-ladies","https://eurovision.tv/event/tallinn-2002"
"1109","Tallinn 2002","Tallinn","Estonia","2002","Final","Sandrine Franu00e7ois","Il Faut Du Temps","France",17,104,"5th",5,NA,FALSE,"https://eurovision.tv/participant/sandrine-francois","https://eurovision.tv/event/tallinn-2002"
"1110","Tallinn 2002","Tallinn","Estonia","2002","Final","Corinna May","I Canu0027t Live Without Music","Germany",18,17,"21st",21,NA,FALSE,"https://eurovision.tv/participant/corinna-may","https://eurovision.tv/event/tallinn-2002"
"1111","Tallinn 2002","Tallinn","Estonia","2002","Final","Buket Bengisu u0026 Saphire","Leylaklar Soldu Kalbinde","Turkey",19,29,"16th",16,NA,FALSE,"https://eurovision.tv/participant/buket-bengisu-saphire","https://eurovision.tv/event/tallinn-2002"
"1112","Tallinn 2002","Tallinn","Estonia","2002","Final","Ira Losco","7th Wonder","Malta",20,164,"2nd",2,NA,FALSE,"https://eurovision.tv/participant/ira-losco","https://eurovision.tv/event/tallinn-2002"
"1113","Tallinn 2002","Tallinn","Estonia","2002","Final","Monica Anghel u0026 Marcel Pavel","Tell Me Why","Romania",21,71,"9th",9,NA,FALSE,"https://eurovision.tv/participant/monica-anghel-marcel-pavel","https://eurovision.tv/event/tallinn-2002"
"1114","Tallinn 2002","Tallinn","Estonia","2002","Final","Sestre","Samo Ljubezen","Slovenia",22,33,"13th",13,NA,FALSE,"https://eurovision.tv/participant/sestre","https://eurovision.tv/event/tallinn-2002"
"1115","Tallinn 2002","Tallinn","Estonia","2002","Final","Marie N","I Wanna","Latvia",23,176,"1st",1,NA,TRUE,"https://eurovision.tv/participant/marie-n","https://eurovision.tv/event/tallinn-2002"
"1116","Tallinn 2002","Tallinn","Estonia","2002","Final","Aivaras","Happy You","Lithuania",24,12,"23rd",23,NA,FALSE,"https://eurovision.tv/participant/aivaras","https://eurovision.tv/event/tallinn-2002"
"1117","Copenhagen 2001","Copenhagen","Denmark","2001","Final","Rollo u0026 King","Never Ever Let You Go","Denmark",23,177,"2nd",2,NA,FALSE,"https://eurovision.tv/participant/rollo-king","https://eurovision.tv/event/copenhagen-2001"
"1118","Copenhagen 2001","Copenhagen","Denmark","2001","Final","Antique","Die For You","Greece",22,147,"3rd",3,NA,FALSE,"https://eurovision.tv/participant/antique","https://eurovision.tv/event/copenhagen-2001"
"1119","Copenhagen 2001","Copenhagen","Denmark","2001","Final","Fabrizio Faniello","Another Summer Night","Malta",21,48,"9th",9,NA,FALSE,"https://eurovision.tv/participant/fabrizio-faniello","https://eurovision.tv/event/copenhagen-2001"
"1120","Copenhagen 2001","Copenhagen","Denmark","2001","Final","Tanel Padar, Dave Benton u0026 2XL","Everybody","Estonia",20,198,"1st",1,NA,TRUE,"https://eurovision.tv/participant/tanel-padar-dave-benton-2xl","https://eurovision.tv/event/copenhagen-2001"
"1121","Copenhagen 2001","Copenhagen","Denmark","2001","Final","Michelle","Wer Liebe Lebt","Germany",19,66,"8th",8,NA,FALSE,"https://eurovision.tv/participant/michelle-1","https://eurovision.tv/event/copenhagen-2001"
"1122","Copenhagen 2001","Copenhagen","Denmark","2001","Final","Piasek","2 Long","Poland",18,11,"20th",20,NA,FALSE,"https://eurovision.tv/participant/piasek","https://eurovision.tv/event/copenhagen-2001"
"1123","Copenhagen 2001","Copenhagen","Denmark","2001","Final","Nuu0161a Derenda","Energy","Slovenia",17,70,"7th",7,NA,FALSE,"https://eurovision.tv/participant/nu-a-derenda","https://eurovision.tv/event/copenhagen-2001"
"1124","Copenhagen 2001","Copenhagen","Denmark","2001","Final","Lindsay D.","No Dream Impossible","United Kingdom",16,28,"15th",15,NA,FALSE,"https://eurovision.tv/participant/lindsay-d","https://eurovision.tv/event/copenhagen-2001"
"1125","Copenhagen 2001","Copenhagen","Denmark","2001","Final","Sedat Yu00fcce","Sevgiliye Son","Turkey",15,41,"11th",11,NA,FALSE,"https://eurovision.tv/participant/sedat-yuece","https://eurovision.tv/event/copenhagen-2001"
"1126","Copenhagen 2001","Copenhagen","Denmark","2001","Final","Natasha St-Pier","Je Nu0027ai Que Mon u00e2me","France",14,142,"4th",4,NA,FALSE,"https://eurovision.tv/participant/natasha-saint-pier","https://eurovision.tv/event/copenhagen-2001"
"1127","Copenhagen 2001","Copenhagen","Denmark","2001","Final","David Civera","Dile Que La Quiero","Spain",13,76,"6th",6,NA,FALSE,"https://eurovision.tv/participant/david-civera","https://eurovision.tv/event/copenhagen-2001"
"1128","Copenhagen 2001","Copenhagen","Denmark","2001","Final","Gary Ou0027Shaughnessy","Without Your Love","Ireland",12,6,"21st",21,NA,FALSE,"https://eurovision.tv/participant/gary-o-shaughnessy","https://eurovision.tv/event/copenhagen-2001"
"1129","Copenhagen 2001","Copenhagen","Denmark","2001","Final","MTM","Su00f3 Sei Ser Feliz Assim","Portugal",11,18,"17th",17,NA,FALSE,"https://eurovision.tv/participant/mtm","https://eurovision.tv/event/copenhagen-2001"
"1130","Copenhagen 2001","Copenhagen","Denmark","2001","Final","Vanna","Strings Of My Heart","Croatia",10,42,"10th",10,NA,FALSE,"https://eurovision.tv/participant/vanna","https://eurovision.tv/event/copenhagen-2001"
"1131","Copenhagen 2001","Copenhagen","Denmark","2001","Final","Arnis Mednis","Too Much","Latvia",9,16,"18th",18,NA,FALSE,"https://eurovision.tv/participant/arnis-mednis","https://eurovision.tv/event/copenhagen-2001"
"1132","Copenhagen 2001","Copenhagen","Denmark","2001","Final","Skamp","You Got Style","Lithuania",8,35,"13th",13,NA,FALSE,"https://eurovision.tv/participant/skamp","https://eurovision.tv/event/copenhagen-2001"
"1133","Copenhagen 2001","Copenhagen","Denmark","2001","Final","Friends","Listen To Your Heartbeat","Sweden",7,100,"5th",5,NA,FALSE,"https://eurovision.tv/participant/friends","https://eurovision.tv/event/copenhagen-2001"
"1134","Copenhagen 2001","Copenhagen","Denmark","2001","Final","Mumiy troll","Lady Alpine Blue","Russia",6,37,"12th",12,NA,FALSE,"https://eurovision.tv/participant/mumiy-troll","https://eurovision.tv/event/copenhagen-2001"
"1135","Copenhagen 2001","Copenhagen","Denmark","2001","Final","Tal Sondak","Ein Davar","Israel",5,25,"16th",16,NA,FALSE,"https://eurovision.tv/participant/tal-sondak","https://eurovision.tv/event/copenhagen-2001"
"1136","Copenhagen 2001","Copenhagen","Denmark","2001","Final","Haldor Lu00e6greid","On My Own","Norway",4,3,"22nd",22,NA,FALSE,"https://eurovision.tv/participant/haldor-laegreid","https://eurovision.tv/event/copenhagen-2001"
"1137","Copenhagen 2001","Copenhagen","Denmark","2001","Final","Nino","Hano","Bosnia u0026 Herzegovina",3,29,"14th",14,NA,FALSE,"https://eurovision.tv/participant/nino","https://eurovision.tv/event/copenhagen-2001"
"1138","Copenhagen 2001","Copenhagen","Denmark","2001","Final","TwoTricky","Angel","Iceland",2,3,"22nd",22,NA,FALSE,"https://eurovision.tv/participant/twotricky","https://eurovision.tv/event/copenhagen-2001"
"1139","Copenhagen 2001","Copenhagen","Denmark","2001","Final","Michelle","Out On My Own","Netherlands",1,16,"18th",18,NA,FALSE,"https://eurovision.tv/participant/michelle","https://eurovision.tv/event/copenhagen-2001"
"1140","Stockholm 2000","Stockholm","Sweden","2000","Final","The rounder girls","All To You","Austria",24,34,"14th",14,NA,FALSE,"https://eurovision.tv/participant/the-rounder-girls","https://eurovision.tv/event/stockholm-2000"
"1141","Stockholm 2000","Stockholm","Sweden","2000","Final","Eamonn Toal","Millennium Of Love","Ireland",23,92,"6th",6,NA,FALSE,"https://eurovision.tv/participant/eamonn-toal","https://eurovision.tv/event/stockholm-2000"
"1142","Stockholm 2000","Stockholm","Sweden","2000","Final","Pinar Ayhan u0026 S.O.S. band","Yorgunum Anla","Turkey",22,59,"10th",10,NA,FALSE,"https://eurovision.tv/participant/pinar-ayhan-s-o-s-band","https://eurovision.tv/event/stockholm-2000"
"1143","Stockholm 2000","Stockholm","Sweden","2000","Final","BrainStorm","My Star","Latvia",21,136,"3rd",3,NA,FALSE,"https://eurovision.tv/participant/brainstorm","https://eurovision.tv/event/stockholm-2000"
